Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,domain,Realistic_Salary_INR,Fresher_Salary_INR,Top_Skills,Job_Type,Work_Mode,Industry_Demand_2025,Learning_Difficulty,Skill_Gap_Index,Degree_Needed,AI_Assist_Boost,Stress_Level,WLB_Score,Future_Category
Graphic Designer,18893.0,6,PhD,0.33,0.51,0.68,Medium,0.14,0.29,0.13,0.49,0.93,0.1,0.44,0.02,0.77,0.64,general,121234.0,36137.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,56,6,69,Bachelor,0.33,3,9,Declining
Construction Worker,30026.0,2,Bachelor's,0.47,1.41,0.8,High,0.51,0.7,0.52,0.19,0.32,0.09,0.43,0.61,0.12,0.63,construction,98673.0,29972.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,65,7,28,Master,0.73,8,4,High Growth
Marketing Manager,27150.0,2,High School,0.34,0.72,0.66,Medium,0.69,0.11,0.41,0.67,0.57,0.62,0.57,0.8,0.32,0.71,sales,91831.0,29187.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,65,4,98,PhD,0.32,7,4,Stable
Teacher,28946.0,14,PhD,0.39,1.29,0.11,Low,0.28,0.93,0.03,0.22,0.48,0.4,0.63,0.19,0.07,0.37,education,64746.0,39690.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,74,6,18,Diploma,0.21,9,3,Risky
Customer Support,9483.0,1,Bachelor's,0.56,1.1,0.84,High,0.25,0.76,0.09,0.2,0.74,0.28,0.49,0.33,0.51,0.35,general,155577.0,45128.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,50,7,37,Diploma,0.76,3,5,Declining
UX Researcher,13723.0,3,Master's,0.85,0.65,0.44,Medium,0.56,0.15,0.13,0.66,0.65,0.23,0.23,0.75,0.12,0.92,general,129853.0,50650.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,63,9,73,PhD,0.46,3,4,High Growth
Marketing Manager,20538.0,2,Master's,0.87,0.71,0.31,Medium,0.94,0.34,0.31,0.26,0.24,0.73,0.91,0.79,0.67,0.29,sales,84940.0,29039.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,88,5,99,Bachelor,0.63,6,5,High Growth
Mechanic,35483.0,2,Master's,0.24,0.61,0.35,Medium,0.6,0.04,0.97,1.0,0.15,0.43,0.77,0.96,0.89,0.25,construction,143902.0,36599.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,86,7,51,Diploma,0.68,9,5,Declining
Nurse,30259.0,0,High School,0.29,0.94,0.14,Low,0.77,0.26,0.86,0.23,0.36,0.45,0.29,0.77,0.41,0.89,health,114136.0,53329.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,59,8,55,PhD,0.63,8,3,Risky
Software Engineer,34666.0,1,High School,0.86,1.02,0.5,Medium,0.22,0.59,0.95,0.08,0.75,0.87,0.99,0.33,0.36,0.23,software,182850.0,112813.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,68,6,22,Diploma,0.29,4,6,Stable
Construction Worker,8363.0,9,PhD,0.14,0.77,0.77,High,0.37,0.42,0.56,0.95,0.25,0.78,0.68,0.12,0.81,0.09,construction,87679.0,29776.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,82,9,40,Bachelor,0.34,2,8,Stable
Security Guard,11434.0,3,Bachelor's,0.68,1.05,0.87,High,0.64,0.78,0.24,0.43,0.15,0.43,0.7,0.69,0.71,0.31,general,128104.0,30058.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,77,8,15,Bachelor,0.54,5,5,Declining
Construction Worker,20650.0,7,Master's,0.37,1.44,0.79,High,0.6,0.75,0.91,0.44,0.36,0.43,0.32,0.65,0.93,0.13,construction,151905.0,54383.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,63,3,92,Master,0.47,8,4,Risky
Teacher,16458.0,7,Master's,0.46,1.22,0.14,Low,0.55,0.03,0.46,0.24,0.52,0.53,0.75,0.54,0.61,0.53,education,146700.0,55413.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,79,9,48,Bachelor,0.47,9,6,Risky
AI Engineer,28835.0,2,High School,0.76,1.13,0.18,Low,0.34,0.78,0.19,0.04,0.7,0.14,0.9,0.77,0.6,0.31,software,265676.0,75028.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,96,3,34,Master,0.82,7,4,High Growth
Truck Driver,10197.0,1,High School,0.48,0.79,0.94,High,0.16,0.75,0.8,0.95,0.55,0.53,0.92,0.8,0.76,0.79,general,126822.0,58507.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,58,8,18,Bachelor,0.6,5,9,High Growth
Software Engineer,24755.0,3,Master's,0.04,0.7,0.56,Medium,0.4,0.61,0.55,0.44,0.23,0.72,0.91,0.77,0.12,0.54,software,210933.0,61841.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,83,3,57,PhD,0.66,2,4,Risky
Customer Support,15984.0,9,PhD,0.59,0.94,0.77,High,0.33,0.24,0.2,0.59,0.51,0.73,0.31,0.46,0.68,0.96,general,188352.0,34646.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,54,7,27,PhD,0.64,3,8,High Growth
Retail Worker,31899.0,14,PhD,0.3,0.95,0.88,High,0.96,0.54,0.81,0.46,0.04,0.89,0.29,0.14,1.0,0.35,data,695830.0,109991.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,50,3,25,PhD,0.67,6,6,Stable
Truck Driver,9915.0,5,PhD,0.31,1.01,0.72,High,0.35,0.67,0.92,0.4,0.56,0.64,0.07,0.34,0.68,0.74,general,189018.0,39274.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,83,8,49,Bachelor,0.83,7,4,Risky
Marketing Manager,33586.0,9,PhD,0.01,0.51,0.52,Medium,0.55,0.56,0.72,0.92,0.99,0.7,0.51,0.14,0.38,0.57,sales,53950.0,37103.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,84,5,16,PhD,0.47,9,7,Declining
Marketing Manager,29984.0,1,High School,0.13,1.29,0.7,Medium,0.81,0.77,0.26,0.0,0.23,0.79,0.11,0.3,0.56,0.58,sales,131971.0,49028.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,95,5,37,Master,0.5,4,6,Declining
UX Researcher,27754.0,12,PhD,0.98,0.51,0.5,Medium,0.5,0.29,0.53,0.67,0.67,0.09,0.8,0.93,0.12,0.42,general,135466.0,49759.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,73,4,73,PhD,0.81,5,8,Stable
Truck Driver,8189.0,3,Master's,0.83,1.03,0.72,High,0.57,0.36,0.54,0.65,0.64,0.67,0.68,0.11,0.19,0.63,general,154554.0,53986.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,98,4,27,Bachelor,0.63,7,7,Declining
Financial Analyst,23613.0,1,Bachelor's,0.63,0.57,0.37,Medium,0.48,0.45,0.75,0.39,0.66,0.7,0.65,0.6,0.81,0.66,general,119304.0,65266.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,84,6,57,Bachelor,0.14,8,9,Declining
Graphic Designer,24584.0,6,Master's,0.64,0.66,0.42,Medium,0.33,0.09,0.69,0.6,0.59,0.48,0.54,0.01,0.1,0.68,general,121387.0,57582.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,52,9,19,PhD,0.5,2,3,Stable
Marketing Manager,30611.0,1,Bachelor's,0.11,0.83,0.4,Medium,0.03,0.41,0.03,0.0,0.79,0.31,0.57,0.3,0.93,0.73,sales,60353.0,65936.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,92,4,11,None,0.74,5,9,Declining
Software Engineer,18362.0,7,Master's,0.26,1.08,0.52,Medium,0.27,0.69,0.89,0.04,0.42,0.59,0.59,0.02,0.21,0.06,software,281741.0,92291.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,87,5,43,Bachelor,0.28,9,4,High Growth
Financial Analyst,33858.0,0,High School,0.65,0.66,0.43,Medium,0.33,0.82,0.19,0.55,0.78,0.83,0.67,0.3,0.82,0.74,general,199306.0,54736.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,84,7,68,None,0.5,8,4,Stable
Teacher,8605.0,2,Master's,0.07,0.54,0.22,Low,0.94,0.77,0.83,0.54,0.3,0.68,0.71,0.68,0.95,0.37,education,118461.0,28967.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,92,6,66,None,0.6,6,3,Stable
Teacher,22875.0,0,High School,0.91,0.66,0.22,Low,0.87,0.31,0.83,0.33,0.79,0.07,0.66,0.68,0.49,0.69,education,129489.0,56815.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,53,7,71,PhD,0.9,9,7,Risky
Lawyer,34962.0,2,High School,0.73,1.46,0.48,Medium,0.53,0.26,0.99,0.06,0.36,0.3,0.39,0.92,0.37,0.92,general,166658.0,43254.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,55,6,38,Diploma,0.61,4,9,High Growth
Financial Analyst,25691.0,0,Bachelor's,0.17,1.3,0.4,Medium,0.09,0.23,0.89,0.28,0.7,0.4,0.26,0.14,0.97,0.52,general,172123.0,31063.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,73,6,38,Diploma,0.23,6,8,Declining
Lawyer,16371.0,11,PhD,0.2,0.91,0.52,Medium,0.18,0.28,0.78,0.42,0.0,0.05,0.44,0.06,0.17,0.73,general,105494.0,60224.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,95,7,19,None,0.25,6,9,Risky
HR Specialist,14029.0,7,PhD,0.52,0.63,0.35,Medium,0.05,0.85,0.95,0.12,0.21,0.09,0.88,0.96,0.26,0.3,general,110583.0,32488.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Onsite,64,4,23,Diploma,0.49,7,5,High Growth
Financial Analyst,23485.0,6,Master's,0.19,0.5,0.34,Medium,0.62,0.04,0.43,0.5,0.91,0.47,0.14,0.29,0.67,0.11,general,172066.0,31684.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,79,8,52,PhD,0.62,9,3,Declining
Construction Worker,30694.0,11,PhD,1.0,0.51,0.74,High,0.84,0.1,0.03,0.12,0.69,0.99,0.59,0.12,0.18,0.54,construction,79089.0,49946.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,68,9,39,Master,0.86,9,7,Risky
UX Researcher,28822.0,9,PhD,0.66,1.07,0.69,Medium,0.2,0.17,0.86,0.29,0.33,0.55,0.38,0.29,0.92,0.13,general,200665.0,40133.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,74,4,25,Master,0.18,6,8,Stable
Construction Worker,31349.0,2,High School,0.0,1.31,0.74,High,0.77,0.15,0.42,0.73,0.27,0.31,0.67,0.19,0.95,0.19,construction,41776.0,53631.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,64,7,63,Bachelor,0.17,6,3,High Growth
Mechanic,33979.0,14,PhD,0.8,0.87,0.36,Medium,0.17,0.99,0.73,0.45,0.26,0.02,0.67,0.96,0.11,0.75,construction,44214.0,30272.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,88,6,36,Diploma,0.52,7,4,Stable
Retail Worker,15578.0,7,PhD,0.79,0.87,0.88,High,0.93,0.62,0.92,0.24,0.98,0.87,0.11,0.41,0.93,0.08,data,696538.0,132925.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,83,5,33,Master,0.16,6,8,Stable
Nurse,35461.0,1,Bachelor's,0.72,0.53,0.24,Low,0.36,0.25,0.58,0.54,0.87,0.68,0.42,0.65,0.75,0.94,health,227788.0,56990.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,74,9,71,Master,0.85,6,3,Stable
Nurse,14866.0,1,High School,0.54,0.87,0.27,Low,0.79,0.08,0.7,0.54,0.1,0.56,0.19,0.71,0.28,0.15,health,91848.0,50222.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,61,6,39,Diploma,0.76,3,9,Stable
Data Scientist,9982.0,2,Bachelor's,0.49,0.7,0.64,Medium,0.0,0.84,0.52,0.92,0.2,0.1,0.62,0.71,0.37,0.01,data,432534.0,71957.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,65,7,86,None,0.75,5,5,Risky
Research Scientist,18082.0,2,Master's,0.23,0.85,0.18,Low,0.7,0.96,0.14,0.68,0.23,0.22,0.63,0.78,0.98,0.77,data,412199.0,87602.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,71,5,20,PhD,0.43,2,3,Declining
Mechanic,35413.0,1,High School,0.23,1.26,0.51,Medium,0.3,0.47,0.91,0.76,0.45,0.98,0.79,0.01,0.11,0.55,construction,70417.0,49797.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,71,8,82,PhD,0.6,2,8,High Growth
UX Researcher,16587.0,4,Master's,0.81,1.4,0.4,Medium,0.76,0.54,0.39,0.79,0.56,0.64,0.06,0.59,0.3,0.49,general,65467.0,46964.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,62,6,98,Diploma,0.37,9,8,High Growth
Chef,34192.0,3,Master's,0.61,0.65,0.35,Medium,0.19,0.82,0.03,0.73,0.06,0.59,0.77,0.23,0.2,0.29,general,118585.0,41191.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,52,6,11,None,0.7,4,8,Declining
Truck Driver,22899.0,1,High School,0.49,1.23,0.82,High,0.13,0.44,0.16,0.75,0.17,0.48,0.69,0.23,0.08,0.56,general,172764.0,37265.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,85,4,55,Diploma,0.25,4,6,Declining
Nurse,10752.0,13,PhD,0.59,1.25,0.13,Low,0.49,0.93,0.47,1.0,0.16,0.71,0.65,0.87,0.09,0.28,health,223919.0,36545.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,86,6,90,None,0.81,6,3,Stable
Marketing Manager,15027.0,6,PhD,0.93,0.93,0.66,Medium,0.29,0.13,0.3,0.6,0.85,0.39,0.91,0.24,0.69,0.74,sales,200046.0,71903.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,96,8,44,None,0.43,5,7,Stable
Construction Worker,14021.0,9,PhD,0.03,0.87,0.71,High,0.9,0.95,0.74,0.73,0.24,0.07,0.8,0.56,0.68,0.78,construction,92220.0,29502.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,82,3,55,Master,0.45,3,8,Stable
Financial Analyst,17965.0,1,Bachelor's,0.14,1.3,0.48,Medium,0.83,0.44,0.22,0.17,0.74,0.57,0.4,0.49,0.55,0.24,general,183228.0,55494.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,59,9,75,Master,0.71,4,5,Risky
UX Researcher,30154.0,1,High School,0.29,0.89,0.5,Medium,0.17,0.39,0.39,0.29,1.0,0.07,0.64,0.17,0.84,0.91,general,145732.0,39796.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,96,4,15,None,0.19,9,7,Stable
Security Guard,27037.0,0,High School,0.82,0.75,0.74,High,0.32,0.34,0.4,0.37,0.41,0.71,0.25,0.02,0.49,0.45,general,88204.0,52522.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,88,6,28,None,0.82,8,5,Declining
Customer Support,13794.0,6,PhD,0.13,1.01,0.76,High,0.88,0.17,0.02,0.45,0.99,0.63,0.35,0.02,0.48,0.21,general,62390.0,49239.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,64,9,25,None,0.48,3,5,High Growth
Mechanic,26256.0,10,PhD,0.58,0.77,0.33,Medium,0.76,0.59,0.84,0.26,0.65,0.12,0.29,0.66,0.83,0.32,construction,49337.0,32645.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,55,9,43,None,0.46,3,8,High Growth
Truck Driver,33418.0,5,PhD,0.68,0.85,0.92,High,0.51,0.65,0.5,0.45,0.85,0.29,0.04,0.88,0.83,0.37,general,116987.0,45490.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,84,6,94,Bachelor,0.13,8,8,Stable
Data Scientist,34341.0,0,Bachelor's,0.68,0.58,0.47,Medium,0.09,0.6,0.03,0.63,0.67,0.49,0.18,0.1,0.31,0.47,data,489695.0,83678.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,85,7,46,Bachelor,0.34,2,7,Stable
Data Scientist,34952.0,5,PhD,0.0,1.21,0.59,Medium,0.44,0.34,0.84,0.78,0.98,0.37,0.91,0.09,0.41,0.47,data,247510.0,89807.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,71,4,40,Master,0.86,6,5,High Growth
Doctor,25118.0,2,Master's,0.63,0.67,0.27,Low,0.55,0.9,0.0,0.63,0.41,0.51,0.74,0.23,0.2,0.7,health,112280.0,46148.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,93,4,31,None,0.43,7,8,Stable
Financial Analyst,10760.0,3,Master's,0.23,0.98,0.48,Medium,0.69,0.0,0.59,0.61,0.75,0.89,0.44,0.34,0.1,0.34,general,139373.0,61088.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,57,7,35,Diploma,0.52,4,8,Stable
Software Engineer,10518.0,0,Bachelor's,0.8,1.31,0.47,Medium,0.26,0.12,0.85,0.88,0.27,0.62,0.26,0.23,0.02,0.58,software,234092.0,97936.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,62,7,83,Master,0.18,8,6,Stable
Construction Worker,16150.0,5,Master's,0.01,0.6,0.78,High,0.67,0.2,0.89,0.29,0.33,0.22,0.25,0.07,0.29,0.86,construction,118068.0,31876.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,88,5,14,Diploma,0.13,9,9,Risky
AI Engineer,16486.0,3,Bachelor's,0.88,0.6,0.16,Low,0.23,0.72,0.97,0.82,0.04,0.32,0.03,0.04,0.08,0.28,software,363302.0,92268.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,86,7,39,Master,0.61,4,4,High Growth
AI Engineer,10856.0,5,Master's,0.4,0.9,0.24,Low,0.14,0.16,0.63,0.57,0.15,0.85,0.33,0.37,0.42,0.32,software,306269.0,75614.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,93,7,63,Master,0.21,4,5,Declining
Financial Analyst,28813.0,3,Bachelor's,0.39,0.76,0.66,Medium,0.31,0.7,0.35,0.44,0.24,0.75,0.74,0.02,0.06,0.92,general,79337.0,62217.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,94,5,39,Diploma,0.5,2,8,Stable
Data Scientist,9664.0,1,High School,0.51,0.99,0.62,Medium,0.14,0.65,0.48,0.74,0.03,0.59,0.56,0.84,0.68,0.88,data,290120.0,93159.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,57,3,48,Master,0.43,2,4,Declining
Graphic Designer,12614.0,6,PhD,0.41,0.64,0.55,Medium,0.87,0.07,0.56,0.11,0.03,0.68,0.68,0.6,0.86,0.08,general,122014.0,59411.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,83,8,19,Bachelor,0.33,9,9,Stable
Financial Analyst,12496.0,4,Bachelor's,0.86,1.0,0.41,Medium,0.74,0.89,0.69,0.79,0.28,0.29,0.86,0.61,0.23,0.52,general,158481.0,40496.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,85,3,69,None,0.87,9,8,Declining
Lawyer,15883.0,1,High School,0.22,1.15,0.32,Medium,0.3,0.67,0.15,0.22,0.88,0.67,0.5,0.21,0.34,0.57,general,141670.0,40849.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,53,8,60,Bachelor,0.6,9,3,Risky
HR Specialist,16104.0,4,Master's,0.48,0.91,0.49,Medium,0.11,0.11,0.96,0.98,0.43,0.79,0.66,0.12,0.3,0.31,general,163149.0,65034.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,96,5,28,Master,0.41,2,8,Declining
Construction Worker,17794.0,1,High School,0.58,1.42,0.9,High,0.86,0.89,0.8,0.33,0.22,0.57,0.69,0.39,0.85,0.96,construction,149495.0,37078.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,90,5,60,PhD,0.73,7,6,Declining
AI Engineer,35819.0,2,Master's,0.21,1.3,0.16,Low,0.18,0.66,0.6,0.17,0.87,0.85,0.84,0.4,0.82,0.84,software,324972.0,81751.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,89,9,53,Master,0.82,9,4,Declining
Security Guard,27072.0,1,Bachelor's,0.96,0.88,0.75,High,0.29,0.49,0.81,0.72,0.79,0.38,0.25,0.02,0.63,0.8,general,146963.0,44942.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,60,5,38,Master,0.59,2,6,Declining
Teacher,18387.0,0,High School,0.48,1.43,0.1,Low,0.51,0.21,0.19,0.95,0.82,0.01,0.27,0.21,0.15,0.7,education,122692.0,43475.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,84,8,61,Bachelor,0.57,2,8,Risky
Teacher,11666.0,14,PhD,0.45,0.69,0.12,Low,0.36,0.79,0.99,0.18,0.34,0.28,0.04,0.22,0.9,0.84,education,68938.0,49900.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,71,8,45,PhD,0.61,4,9,High Growth
Financial Analyst,33270.0,8,PhD,0.37,0.81,0.36,Medium,0.62,0.56,0.43,0.86,0.62,0.26,0.37,0.15,0.59,0.59,general,132535.0,36302.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,53,8,92,Diploma,0.45,4,3,Declining
Financial Analyst,12835.0,0,Bachelor's,0.2,0.7,0.35,Medium,0.61,0.69,0.7,0.53,0.95,0.88,0.96,0.39,0.88,0.76,general,169665.0,57098.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,72,5,99,Diploma,0.41,8,9,High Growth
UX Researcher,14499.0,5,Master's,0.11,1.18,0.35,Medium,0.29,0.5,0.68,0.93,0.59,0.67,0.31,0.69,0.44,0.86,general,73056.0,36358.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,65,4,64,Master,0.54,5,3,High Growth
Teacher,32946.0,10,PhD,0.47,0.93,0.25,Low,0.95,0.33,0.48,0.71,0.9,0.49,0.11,0.37,0.55,0.42,education,80471.0,36486.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,51,7,98,Diploma,0.15,7,6,High Growth
Nurse,9027.0,0,High School,0.04,1.19,0.3,Low,0.92,0.68,0.84,0.26,0.62,0.06,0.71,0.97,0.86,0.53,health,91066.0,29077.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,98,9,22,Diploma,0.85,3,3,Stable
UX Researcher,21029.0,2,High School,0.94,0.72,0.62,Medium,0.27,0.88,0.1,0.18,0.72,0.17,0.16,0.56,0.83,0.27,general,191350.0,42845.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,57,6,70,None,0.47,5,7,High Growth
HR Specialist,20280.0,3,Bachelor's,0.81,1.08,0.56,Medium,0.04,0.37,0.26,0.15,0.39,0.35,0.73,0.6,0.91,0.15,general,145110.0,51138.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,88,4,93,PhD,0.11,6,3,Declining
